CAMIS,yelp_cat,price,rating,review_count,longitude,latitude,opens,closes,is_overnight
41215734,Japanese,3.0,4.0,1160.0,40.75537,-73.97054,1130.0,2400.0,False
41215975,Other,2.0,3.5,365.0,40.682652,-73.9935,1000.0,2400.0,False
41215997,Coffee & Tea,1.0,1.0,15.0,40.8624921,-73.9028908,500.0,2600.0,True
41216130,Other,,,,,,,,False
41216157,Other,,,,,,,,False
41216183,American (Traditional),1.0,3.5,40.0,40.70482,-74.0122,600.0,1600.0,False
41216379,Other,1.0,3.5,118.0,40.72535,-73.98342,1900.0,2800.0,True
41216519,Bakeries,1.0,3.0,44.0,40.7529871657642,-73.9888268005943,600.0,1700.0,False
41216820,Coffee & Tea,1.0,3.5,127.0,40.7061657309829,-73.9224034404755,700.0,2000.0,False
41216872,American (New),2.0,3.5,158.0,40.7642593383789,-73.7713317871094,1100.0,2800.0,True
41216873,Mexican,1.0,4.5,19.0,40.809496,-73.922842,,,False
41217083,Coffee & Tea,2.0,3.5,143.0,40.735778901325,-74.007258262333,700.0,1700.0,False
41217162,Indian,2.0,3.5,88.0,40.6930084228516,-73.971435546875,,,False
41217194,Chinese,1.0,3.0,17.0,40.689315,-73.815574,,,False
41217325,Mexican,,4.0,8.0,40.748345,-73.876047,0.0,2400.0,False
41217329,Cafes,2.0,2.0,6.0,40.63563,-73.9236899,,,False
41217335,Salad,2.0,4.0,442.0,40.76984,-73.958015,1200.0,2300.0,False
41217572,Coffee & Tea,1.0,4.0,193.0,40.707633,-74.002356,730.0,1700.0,False
41217591,Italian,3.0,4.0,52.0,40.59856,-74.06565,1200.0,2300.0,False
41217606,Coffee & Tea,1.0,2.5,8.0,40.861685,-73.892471,600.0,2400.0,False
41217679,Mediterranean,2.0,2.5,114.0,40.72973,-74.0004,,,False
41217775,Chinese,1.0,4.5,120.0,40.71725,-73.99254,730.0,1830.0,False
41217779,Breakfast & Brunch,1.0,3.5,101.0,40.728589,-73.99473,800.0,2000.0,False
41217791,Chinese,,1.0,1.0,40.837909,-73.901016,,,False
41218096,Mexican,1.0,3.0,92.0,40.7373410485017,-73.9900453717756,1045.0,2200.0,False
41218452,Caribbean,1.0,4.0,23.0,40.68887,-73.81799,,,False
41218543,Greek,2.0,4.0,113.0,40.760091,-73.891977,1100.0,2100.0,False
41218581,Bagels,1.0,3.5,9.0,40.617706,-73.959693,600.0,1900.0,False
41218916,Other,,,,,,,,False
41218950,Lounges,1.0,3.5,285.0,40.735622,-74.000244,1500.0,2800.0,True
41218954,Mexican,1.0,3.5,20.0,40.68428,-73.86913,,,False
41219088,American (New),3.0,3.5,432.0,40.73689,-74.00221,1100.0,2500.0,True
41219092,Cocktail Bars,2.0,3.5,210.0,40.74962,-73.98315,1130.0,2800.0,True
41219099,Other,,2.5,73.0,40.7249930348893,-73.8212148271225,1230.0,2600.0,True
41219223,Japanese,3.0,4.0,977.0,40.71897,-73.96081,1730.0,2400.0,False
41219535,Coffee & Tea,2.0,3.0,153.0,40.765355,-73.957405,700.0,1900.0,False
41219536,Other,,,,,,,,False
41219537,Coffee & Tea,2.0,3.0,146.0,40.7408976,-73.9984063,700.0,1930.0,False
41219569,Japanese,3.0,4.0,479.0,40.70788,-74.00194,1200.0,2330.0,False
41219576,Bars,2.0,3.0,53.0,40.70863,-73.9588799,800.0,2900.0,True
41219793,Latin American,2.0,4.0,92.0,40.85494,-73.9371199,1500.0,2800.0,True
41220085,Chinese,1.0,4.0,9.0,40.6048715,-73.7557027,,,False
41220121,Bakeries,1.0,3.5,11.0,40.742473,-73.874046,500.0,2200.0,False
41220219,Chinese,,3.5,2.0,40.85836,-73.90297,,,False
41221138,Dive Bars,1.0,3.5,325.0,40.722526,-73.985748,1200.0,2800.0,True
41221190,Bakeries,,5.0,1.0,40.747322,-73.888984,,,False
41221266,Other,,,,,,,,False
41221268,Coffee & Tea,1.0,4.0,13.0,40.700366973877,-73.8982696533203,,,False
41221373,Chinese,2.0,3.5,384.0,40.763858,-73.967269,1100.0,2330.0,False
41222128,Breakfast & Brunch,2.0,3.5,87.0,40.8270528,-73.9244039,600.0,2100.0,False
41222245,Cafes,1.0,4.0,704.0,40.742571,-73.998391,700.0,2000.0,False
41222270,Caterers,,3.0,5.0,40.7486811,-74.0061623,700.0,1800.0,False
41222296,Pizza,1.0,3.5,275.0,40.7181519,-73.9576854,1200.0,2800.0,True
41222434,Other,,,,,,,,False
41222453,Coffee & Tea,1.0,3.0,26.0,40.7484827101886,-73.9906853092014,530.0,2200.0,False
41222682,Other,,,,,,,,False
41222773,Coffee & Tea,1.0,3.0,24.0,40.762623,-73.976996,530.0,2200.0,False
41222832,Performing Arts,3.0,2.5,462.0,40.7643905,-73.9856092,1300.0,2600.0,True
41222931,Pizza,1.0,4.0,150.0,40.849121,-73.854675,1000.0,2400.0,False
41222982,Korean,2.0,4.0,154.0,40.7646,-73.8121,800.0,2230.0,False
41223011,Japanese,4.0,4.0,389.0,40.76846,-73.95515,1200.0,2230.0,False
41223165,Burgers,1.0,1.5,11.0,40.637827275142,-73.8950912877186,600.0,2200.0,False
41223224,Venues & Event Spaces,,3.0,22.0,40.61695,-74.01072,1300.0,2100.0,False
41223399,Other,,,,,,,,False
41223492,Burgers,2.0,4.0,381.0,40.7574091835053,-73.9837408764447,900.0,2800.0,True
41223754,Peruvian,2.0,3.5,369.0,40.732803940773,-74.0033517032862,1200.0,2400.0,False
41223822,American (Traditional),2.0,3.5,571.0,40.78163,-73.9792,1000.0,2600.0,True
41223834,Mexican,1.0,3.0,111.0,40.748472,-73.984961,1045.0,2300.0,False
41223838,Burgers,4.0,3.5,476.0,40.76418,-73.7716,1100.0,2300.0,False
41224360,American (Traditional),2.0,2.5,586.0,40.684543953192,-73.9775522013275,1100.0,2500.0,True
41224381,Breakfast & Brunch,2.0,3.5,450.0,40.665421,-73.989748,1100.0,2700.0,True
41224482,Other,,,,,,,,False
41224932,Delis,,1.0,1.0,40.76539,-73.98408,1030.0,2200.0,False
41224979,Thai,2.0,4.0,120.0,40.746098,-73.890055,1130.0,2300.0,False
41224985,Seafood,4.0,4.0,1169.0,40.7518,-73.97896,700.0,2300.0,False
41225172,Coffee & Tea,2.0,3.0,93.0,40.7434146,-73.9182384,430.0,2300.0,False
41225179,Coffee & Tea,1.0,4.0,9.0,40.753901,-73.978693,530.0,1830.0,False
41225181,Coffee & Tea,2.0,3.0,48.0,40.727629,-74.007488,500.0,1830.0,False
41225183,Coffee & Tea,1.0,4.0,180.0,40.73268,-73.99025,700.0,1900.0,False
41225222,Sandwiches,2.0,3.5,162.0,40.75932,-73.97209,700.0,1700.0,False
41225243,Pizza,2.0,3.5,248.0,40.750427,-73.972129,1100.0,2400.0,False
41225392,Pubs,2.0,3.5,160.0,40.73431,-74.0063799,1100.0,2800.0,True
41225436,American (New),2.0,3.0,39.0,40.5769452,-73.9658642,,,False
41225503,Other,,,,,,,,False
41225718,Italian,3.0,3.5,226.0,40.689671,-73.96953,1700.0,2400.0,False
41225826,Bagels,1.0,3.5,58.0,40.60022,-73.98568,600.0,2100.0,False
41225880,Pizza,1.0,3.5,80.0,40.7123748678425,-73.7856682018451,1100.0,2130.0,False
41226031,Venues & Event Spaces,,4.5,19.0,40.7676620483398,-73.9904937744141,,,False
41226130,Mexican,1.0,3.5,575.0,40.6478187840292,-74.0076383498633,1000.0,2500.0,True
41226225,Pizza,1.0,3.5,31.0,40.708374,-73.958327,1100.0,2300.0,False
41226387,Breakfast & Brunch,1.0,2.5,24.0,40.7366837167907,-73.9914463832974,600.0,2600.0,True
41226396,Italian,2.0,4.5,1212.0,40.76281,-73.92089,1000.0,2200.0,False
41226690,Chinese,,4.5,4.0,40.6421039784519,-73.8993319496512,,,False
41226719,Burgers,2.0,4.0,96.0,40.708147,-73.868222,1200.0,2400.0,False
41226816,Other,,,,,,,,False
41226870,Other,,,,,,,,False
41227024,Kosher,2.0,4.0,249.0,40.7275992341691,-73.8640816882253,1000.0,2300.0,False
41227169,Bakeries,1.0,3.0,22.0,40.74889,-73.89157,700.0,2200.0,False
41227184,Cocktail Bars,2.0,3.5,366.0,40.71798,-73.99042,1200.0,2300.0,False
41227212,Wine Bars,2.0,4.5,142.0,40.7787166535854,-73.9142560958862,1800.0,2730.0,True
41227319,Breakfast & Brunch,2.0,3.5,870.0,40.71699,-73.9591036,1030.0,2400.0,False
41227684,Pizza,2.0,3.0,145.0,40.61473,-73.91262,1100.0,2300.0,False
41227842,Coffee & Tea,1.0,4.0,60.0,40.8748959634318,-73.879283460723,500.0,2000.0,False
41227884,Other,,,,,,,,False
41227925,Other,,,,,,,,False
41228172,Japanese,3.0,4.0,835.0,40.76174,-73.98503,1130.0,2330.0,False
41228468,Other,2.0,3.5,258.0,40.761016,-73.990158,1600.0,2800.0,True
41228760,Bars,2.0,3.0,112.0,40.726806,-73.988624,0.0,2500.0,True
41229111,Coffee & Tea,1.0,3.0,71.0,40.6763573,-73.971138,600.0,2000.0,False
41229180,Pizza,1.0,3.5,223.0,40.77523,-73.98075,1000.0,2800.0,True
41230004,Bars,2.0,3.0,549.0,40.72837,-73.99931,1100.0,2800.0,True
41230254,Seafood,2.0,4.0,1232.0,40.7530184239866,-73.780074009384,1200.0,2215.0,False
41230437,Breakfast & Brunch,2.0,3.5,614.0,40.7451615,-73.9842359,1100.0,2800.0,True
41230533,Bars,3.0,4.0,150.0,40.591242,-73.99196,1200.0,2300.0,False
41230536,Other,,,,,,,,False
41230965,Wine Bars,2.0,4.5,132.0,40.7425913214684,-73.9542330801487,1630.0,2600.0,True
41231005,Mediterranean,2.0,4.5,173.0,40.684942,-74.003028,1130.0,2400.0,False
41231024,Restaurants,2.0,3.5,7.0,40.641465,-74.003709,,,False
41231076,Bakeries,1.0,3.0,13.0,40.7488699,-73.86893,,,False
41231138,Restaurants,1.0,4.0,8.0,40.8264541625977,-73.8215026855469,,,False
41231284,Bakeries,2.0,4.0,1026.0,40.72847,-73.98213,1000.0,2300.0,False
41231342,Pizza,,3.0,2.0,40.8423080444336,-73.8857727050781,,,False
41231473,Other,,,,,,,,False
41231500,Coffee & Tea,,5.0,1.0,40.708282,-73.869033,600.0,2300.0,False
41231506,Coffee & Tea,2.0,3.0,64.0,40.6211,-74.025913,600.0,2200.0,False
41231634,Other,,,,,,,,False
41231660,Mexican,2.0,3.5,48.0,40.87329,-73.88896,900.0,2800.0,True
41231878,Italian,2.0,4.0,380.0,40.707492,-74.002571,1200.0,2300.0,False
41232102,Pizza,2.0,2.5,40.0,40.81006,-73.95208,1000.0,2300.0,False
41232125,Cocktail Bars,2.0,4.5,75.0,40.7100847891067,-73.9625787734985,1600.0,2600.0,True
41232290,Restaurants,1.0,2.0,3.0,40.662284,-73.892677,1100.0,2430.0,True
41232292,Pizza,1.0,3.5,57.0,40.885555267334,-73.9103546142578,1100.0,2300.0,False
41232504,Bars,3.0,3.5,1340.0,40.7406284811719,-74.0068594359003,1100.0,2400.0,False
41232578,Other,,,,,,,,False
41232708,Chinese,1.0,4.0,12.0,40.90444,-73.85007,900.0,2230.0,False
41232726,Bars,2.0,3.5,391.0,40.71949,-73.98892,2000.0,2800.0,True
41232741,Latin American,1.0,3.5,61.0,40.7501352909615,-73.98463211763,600.0,1800.0,False
41232778,Other,,,,,,,,False
41232877,Korean,2.0,4.0,233.0,40.76458,-73.81202,1030.0,2600.0,True
41232890,Other,,4.5,29.0,40.76482,-73.97212,2100.0,2800.0,True
41232906,Chinese,2.0,3.5,7.0,40.697571,-73.805603,,,False
41233053,Other,1.0,4.0,11.0,40.875681,-73.886979,,,False
41233156,Breakfast & Brunch,,3.5,7.0,40.703517,-74.013014,500.0,1830.0,False
41233172,Other,,,,,,,,False
41233392,Coffee & Tea,2.0,3.5,18.0,40.66178,-73.87346,530.0,1500.0,False
41233476,Other,,,,,,,,False
41233598,Indian,2.0,4.0,207.0,40.786155,-73.976417,1200.0,2300.0,False
41233787,Sandwiches,2.0,2.5,137.0,40.8678662948583,-73.8278447091579,600.0,2300.0,False
41233916,Other,,,,,,,,False
41234310,Coffee & Tea,2.0,3.5,300.0,40.7441,-73.99488,0.0,2400.0,False
41234608,Other,,,,,,,,False
41234610,American (New),2.0,4.0,455.0,40.74176,-73.98123,1100.0,2800.0,True
41234821,Japanese,3.0,4.0,1671.0,40.72822,-73.99142,1100.0,1115.0,False
41235038,Salad,1.0,3.0,202.0,40.7523887323197,-73.9885199145638,1030.0,1600.0,False
41235119,Other,,,,,,,,False
41235123,Other,1.0,3.5,12.0,40.770467,-73.869585,,,False
41235134,Other,,,,,,,,False
41235245,Italian,2.0,4.0,1438.0,40.73069,-74.00015,1000.0,2700.0,True
41235305,Pizza,2.0,4.0,924.0,40.71832,-73.99794,1000.0,2500.0,True
41235437,Pizza,1.0,4.0,184.0,40.7223854064941,-73.98291015625,1100.0,2400.0,False
41235443,Italian,2.0,3.5,733.0,40.76018,-73.99113,1100.0,2400.0,False
41235545,Other,,,,,,,,False
41235592,Coffee & Tea,1.0,2.5,68.0,40.771316,-73.982462,500.0,2400.0,False
41235694,Diners,2.0,4.0,138.0,40.613065,-74.126327,730.0,2030.0,False
41235890,Other,,,,,,,,False
41235974,Burgers,1.0,4.0,18.0,40.864212,-73.9188995,,,False
41236119,Cocktail Bars,2.0,4.5,219.0,40.7292048796869,-74.0038925739262,1700.0,2600.0,True
41236123,Bakeries,2.0,3.0,19.0,40.838081,-73.834556,,,False
41236257,Coffee & Tea,1.0,3.0,24.0,40.6353558,-73.9678294,0.0,2400.0,False
41236258,Coffee & Tea,1.0,2.5,28.0,40.60854,-73.95845,500.0,2100.0,False
41236269,Italian,4.0,1.5,11.0,40.725278,-73.849998,,,False
41236336,Pizza,1.0,3.5,58.0,40.74382,-73.97401,1030.0,2830.0,True
41236382,Coffee & Tea,1.0,2.0,37.0,40.61713,-74.03031,0.0,2400.0,False
41236388,Ice Cream & Frozen Yogurt,,4.0,2.0,40.6226463,-73.9371109,,,False
41236401,Coffee & Tea,1.0,3.0,12.0,40.6172398361954,-73.9097679354841,500.0,2100.0,False
41236405,Coffee & Tea,1.0,1.0,19.0,40.63385,-74.02665,500.0,2100.0,False
41236413,Coffee & Tea,1.0,2.5,17.0,40.63248,-73.94702,500.0,2200.0,False
41236466,Coffee & Tea,1.0,2.0,13.0,40.62885,-74.02273,500.0,2100.0,False
41236480,Coffee & Tea,1.0,2.5,30.0,40.60741,-74.0021,500.0,2100.0,False
41236517,American (New),2.0,3.5,262.0,40.8011054761062,-73.9588342646992,700.0,2400.0,False
41236537,Bakeries,1.0,5.0,8.0,40.702602,-73.90689,,,False
41236577,Caterers,,4.0,5.0,40.729476,-74.000175,900.0,1730.0,False
41236580,Coffee & Tea,1.0,1.5,61.0,40.7270781462102,-73.8533122657341,0.0,2400.0,False
41236763,Other,,,,,,,,False
41236780,Other,,,,,,,,False
41236893,Pizza,1.0,4.0,14.0,40.5818299,-73.9597299,,,False
41237165,Italian,2.0,4.0,462.0,40.72184,-73.987714,1200.0,2400.0,False
41237228,Coffee & Tea,1.0,2.0,12.0,40.646804,-73.883148,500.0,2200.0,False
41237250,Coffee & Tea,1.0,1.0,2.0,40.7181587,-73.8033371,,,False
41237535,Pizza,1.0,2.5,15.0,40.63536,-73.91875,,,False
41237575,Ice Cream & Frozen Yogurt,2.0,3.0,28.0,40.7082508933479,-73.8679170679217,1130.0,2400.0,False
41237579,Mexican,2.0,3.5,423.0,40.784629,-73.973121,1100.0,2300.0,False
41237648,Other,,,,,,,,False
41237756,Other,1.0,4.0,48.0,40.7064005888385,-73.8068604469299,700.0,2300.0,False
41237824,Asian Fusion,1.0,3.5,8.0,40.61557,-74.10327,1100.0,2300.0,False
41237861,Venues & Event Spaces,,4.0,6.0,40.7514496,-73.9770279,,,False
41237926,Coffee & Tea,2.0,3.5,38.0,40.778602,-73.956043,500.0,2300.0,False
41238041,Other,,,,,,,,False
41238082,Coffee & Tea,1.0,4.0,50.0,40.722366,-73.948806,600.0,1800.0,False
41238106,Hotels,2.0,2.0,42.0,40.624362,-74.027359,0.0,2400.0,False
41238165,Pizza,2.0,4.0,389.0,40.706858,-73.855654,1100.0,2300.0,False
41238204,Other,,,,,,,,False
41238209,American (New),1.0,3.0,2.0,40.81435,-73.94031,,,False
41238222,Other,,,,,,,,False
41238372,Seafood,2.0,4.0,291.0,40.7588141532412,-73.8303136825562,1100.0,2300.0,False
41238635,Coffee & Tea,2.0,3.5,47.0,40.686221,-73.990954,530.0,2130.0,False
41238639,Coffee & Tea,1.0,4.0,40.0,40.7336779,-74.006123,530.0,2030.0,False
41238641,Coffee & Tea,1.0,3.0,45.0,40.718887,-74.002524,600.0,2030.0,False
41239167,Mediterranean,1.0,4.0,509.0,40.7360379,-73.9891912,1000.0,2200.0,False
41239252,Other,,,,,,,,False
41239497,American (Traditional),2.0,3.0,42.0,40.83214,-73.8649,1200.0,2700.0,True
41239693,Coffee & Tea,,3.0,2.0,40.7488289,-73.8693924,,,False
41239724,Venues & Event Spaces,2.0,2.5,147.0,40.76712,-73.86714,0.0,2400.0,False
41239807,Other,,,,,,,,False
41239831,Sports Bars,2.0,3.5,267.0,40.749215,-73.983023,1100.0,2759.0,True
41239887,Mexican,1.0,4.5,12.0,40.70095,-73.91416,,,False
41240002,Mexican,2.0,5.0,1.0,40.837535,-73.939018,,,False
41240119,Coffee & Tea,1.0,3.5,69.0,40.7509207016378,-73.9766594824486,600.0,2100.0,False
41240424,Other,,,,,,,,False
41240455,Other,,,,,,,,False
41240553,Italian,2.0,4.0,383.0,40.642,-74.07729,1200.0,2200.0,False
41240596,Sandwiches,2.0,3.0,84.0,40.577953,-74.164275,630.0,2200.0,False
41240624,Other,2.0,3.5,34.0,40.8012735,-73.9422603,0.0,2400.0,False
41240850,Bars,2.0,3.5,3.0,40.6977644374155,-73.9270639792085,,,False
41241023,Chinese,2.0,3.0,22.0,40.60517,-73.9822,1100.0,2400.0,False
41241298,American (Traditional),2.0,3.5,455.0,40.6812949467461,-73.9772505404754,900.0,2500.0,True
41241377,Turkish,3.0,3.5,84.0,40.78218,-73.95344,,,False
41241483,Chinese,1.0,4.0,12.0,40.87942,-73.90609,,,False
41241627,Coffee & Tea,1.0,1.0,4.0,40.850258,-73.916202,0.0,2400.0,False
41241630,Coffee & Tea,1.0,1.5,31.0,40.798618,-73.939789,500.0,2800.0,True
41241636,Coffee & Tea,1.0,1.5,46.0,40.822008,-73.953332,0.0,2400.0,False
41241639,Other,,,,,,,,False
41241694,Spanish,1.0,3.5,15.0,40.83041,-73.94722,700.0,2300.0,False
41241730,Breakfast & Brunch,1.0,3.5,111.0,40.76433,-73.99182,0.0,2400.0,False
41241757,Thai,2.0,4.0,983.0,40.80132,-73.96529,1200.0,2230.0,False
41241802,Seafood,2.0,3.5,413.0,40.6035857241758,-73.9152159388703,1200.0,2300.0,False
41242148,Pubs,2.0,3.5,115.0,40.7535605,-73.9866098,,,False
41242225,Sushi Bars,2.0,3.5,80.0,40.781814,-73.947883,1800.0,2200.0,False
41242232,Japanese,2.0,4.0,395.0,40.69017,-73.99637,1200.0,2230.0,False
41242270,Other,,3.0,3.0,40.75705,-73.97471,,,False
41242462,Bars,1.0,3.5,3.0,40.592744,-73.925346,1100.0,2800.0,True
41242701,Pizza,1.0,4.5,102.0,40.752139,-73.788322,1000.0,2100.0,False
41242907,Other,,,,,,,,False
41242943,American (Traditional),2.0,3.0,155.0,40.7578462687045,-73.9801629312134,1100.0,2800.0,True
41243023,Cocktail Bars,2.0,4.0,407.0,40.72707,-74.00283,1030.0,2300.0,False
41243427,Other,,,,,,,,False
41243472,Other,,,,,,,,False
41243506,American (New),2.0,4.0,171.0,40.71244,-73.96275,1000.0,2000.0,False
41243535,Chinese,1.0,2.5,19.0,40.800489,-73.9463817825413,1100.0,2400.0,False
41243544,Breakfast & Brunch,2.0,3.5,360.0,40.719747,-73.957565,1000.0,2300.0,False
41243693,American (Traditional),2.0,4.0,69.0,40.76389,-73.77029,1200.0,2800.0,True
41243824,Other,,,,,,,,False
41243875,Bakeries,1.0,3.0,43.0,40.6881575765206,-73.8193191075017,530.0,2200.0,False
41243880,Bars,1.0,3.5,214.0,40.6901083,-73.8144673,500.0,2500.0,True
41244008,Other,2.0,3.5,316.0,40.7338269823553,-74.0021678068487,1200.0,2800.0,True
41244032,Other,,,,,,,,False
41244358,Coffee & Tea,1.0,3.5,7.0,40.750074,-73.992208,,,False
41244379,Other,,,,,,,,False
41244429,American (Traditional),2.0,4.0,89.0,40.700975,-73.889595,700.0,2000.0,False
41244494,Kosher,2.0,3.5,43.0,40.62596,-73.9652,1100.0,2500.0,True
41244516,Other,,,,,,,,False
41244947,Other,,,,,,,,False
41245387,Seafood,2.0,4.0,313.0,40.68396,-74.0018,1730.0,2300.0,False
41245444,Bars,2.0,3.5,161.0,40.669206,-73.985725,1000.0,2300.0,False
41245488,Other,,,,,,,,False
41245491,Pizza,1.0,3.5,245.0,40.7699799,-73.95172,1030.0,2400.0,False
41245538,Breakfast & Brunch,3.0,4.0,451.0,40.723543,-74.003199,1100.0,2400.0,False
41245711,Cocktail Bars,2.0,4.0,2249.0,40.714066,-73.956327,1200.0,2300.0,False
41245735,Other,,,,,,,,False
41245794,Pizza,1.0,4.0,145.0,40.706295,-73.9501648,1100.0,2400.0,False
41246004,Seafood,2.0,4.0,1016.0,40.77637,-73.95646,1130.0,2300.0,False
41246054,Fast Food,,3.0,2.0,40.839119809703,-73.9144282509634,,,False
41246255,Bars,3.0,4.0,946.0,40.722079,-73.997529,1100.0,2330.0,False
41246322,Pizza,2.0,4.0,45.0,40.715406,-73.901038,1100.0,2400.0,False
41246444,Beer Bar,2.0,4.5,21.0,40.7270899,-74.00198,1200.0,2600.0,True
41246521,Pizza,1.0,3.5,52.0,40.68378,-73.87254,1100.0,2400.0,False
41246655,Other,,,,,,,,False
41246951,Burgers,2.0,3.0,822.0,40.771524604477,-73.9827515606251,1000.0,2500.0,True
41246958,Steakhouses,3.0,4.5,807.0,40.71503,-73.94767,500.0,2200.0,False
41247133,Caterers,,3.5,3.0,40.66704,-73.9422699,,,False
41247143,Pizza,1.0,3.0,35.0,40.64674,-74.00883,1100.0,2200.0,False
41247152,French,2.0,4.5,424.0,40.7557027855819,-73.9280135680406,1100.0,2200.0,False
41247170,Other,,,,,,,,False
41247222,Other,,,,,,,,False
41247333,Latin American,2.0,4.0,27.0,40.754386,-73.92015,1030.0,1900.0,False
41247493,Pizza,1.0,4.0,10.0,40.869103,-73.889633,1100.0,2300.0,False
41247535,Other,,1.0,6.0,40.855696,-73.8462363,,,False
41247555,Bakeries,1.0,2.5,45.0,40.7787216183343,-73.8706970214844,,,False
41247570,Bakeries,1.0,2.5,45.0,40.7787216183343,-73.8706970214844,,,False
41247576,Bakeries,1.0,2.5,45.0,40.7787216183343,-73.8706970214844,,,False
41247587,Bakeries,1.0,2.5,45.0,40.7787216183343,-73.8706970214844,,,False
41247789,Spanish,2.0,3.5,32.0,40.75706,-73.86821,600.0,2400.0,False
41248228,Other,,,,,,,,False
41248529,American (Traditional),2.0,3.0,294.0,40.76695,-73.9862,800.0,2500.0,True
41248571,Other,,,,,,,,False
41248584,Sushi Bars,3.0,3.0,1133.0,40.7633238925373,-73.9766874748688,1130.0,2400.0,False
41248591,Other,,,,,,,,False
41248845,Cafes,2.0,3.5,156.0,40.68801,-73.99334,1130.0,2300.0,False
41248866,Buffets,1.0,4.5,9.0,40.81688,-73.94605,,,False
41249034,Chicken Wings,2.0,4.0,1.0,40.85459,-73.86733,,,False
41249054,Other,,,,,,,,False
41249082,Japanese,2.0,4.0,355.0,40.7185644131449,-74.0048434404755,1500.0,2700.0,True
41249167,Other,2.0,3.5,70.0,40.7533111572266,-73.9739227294922,1600.0,2800.0,True
41249343,Coffee & Tea,2.0,2.5,129.0,40.694047,-73.9867893,530.0,2200.0,False
41249345,Coffee & Tea,2.0,2.5,40.0,40.757077,-73.975969,530.0,2100.0,False
41249363,Coffee & Tea,1.0,4.0,270.0,40.71781,-73.99051,700.0,1930.0,False
41249394,Coffee & Tea,2.0,4.0,1034.0,40.733828,-73.993052,700.0,2200.0,False
41249417,Other,,3.0,70.0,40.520586,-74.237097,1300.0,2500.0,True
41249550,Other,,,,,,,,False
41249587,Mexican,1.0,3.5,27.0,40.8306274414062,-73.8567352294922,1100.0,2300.0,False
41249600,Diners,2.0,2.5,52.0,40.8468649,-73.8322072,,,False
41249648,Japanese,2.0,4.0,426.0,40.75725,-73.96774,1730.0,2800.0,True
41250025,Chinese,1.0,3.5,13.0,40.713378,-73.995811,,,False
41250031,Chinese,1.0,3.5,88.0,40.7188261,-73.813611,1100.0,2330.0,False
41250217,Other,,,,,,,,False
41250435,Pizza,1.0,4.0,659.0,40.718925,-73.956878,1100.0,2700.0,True
41250498,Other,,,,,,,,False
41250519,Dive Bars,1.0,4.0,156.0,40.72454,-73.99463,1000.0,2800.0,True
41250529,Irish Pub,1.0,4.0,99.0,40.7616757606783,-73.9243560784569,1100.0,2800.0,True
41250691,Other,,,,,,,,False
41250710,Venues & Event Spaces,2.0,2.5,580.0,40.743051,-74.005878,1100.0,2800.0,True
41250834,Italian,2.0,4.0,46.0,40.7880986,-73.8132761,1200.0,2300.0,False
41250984,Sandwiches,2.0,3.0,118.0,40.677126,-73.972091,1130.0,2330.0,False
41251040,Other,1.0,3.5,155.0,40.725944,-73.989239,1600.0,2800.0,True
41251140,Italian,2.0,4.0,2298.0,40.75998,-73.98671,1200.0,2315.0,False
41251243,Pizza,1.0,3.0,18.0,40.797836,-73.967971,,,False
41251337,American (Traditional),2.0,3.0,182.0,40.6921369594159,-73.8339701964618,0.0,2400.0,False
41251541,Bars,2.0,3.5,8.0,40.8188240679185,-73.817395579761,1100.0,2730.0,True
41251661,Other,2.0,3.5,42.0,40.62779,-73.94259,,,False
41251712,Other,,,,,,,,False
41251789,Caribbean,2.0,5.0,5.0,40.64113,-73.95129,1100.0,2000.0,False
41251791,Pizza,2.0,4.0,80.0,40.713245675315,-73.998651104496,1100.0,2200.0,False
41251802,Coffee & Tea,1.0,4.0,241.0,40.7494459,-73.8884452,630.0,2200.0,False
41252043,Other,,3.5,314.0,40.68491,-73.99451,1200.0,2330.0,False
41252214,Cocktail Bars,2.0,4.0,59.0,40.7258364649226,-74.0086125299806,1700.0,2600.0,True
41252384,Indian,1.0,3.0,216.0,40.726322,-73.986648,1200.0,2400.0,False
41252528,Other,,,,,,,,False
41252771,American (New),2.0,4.0,905.0,40.76499,-73.98835,1700.0,2500.0,True
41252980,Peruvian,2.0,3.5,83.0,40.75634,-73.8804,1000.0,2400.0,False
41253085,Bagels,1.0,4.5,33.0,40.621643,-74.032104,500.0,1930.0,False
41253239,Other,,,,,,,,False
41253389,Other,,,,,,,,False
41253406,American (New),1.0,3.5,99.0,40.75367,-73.80602,,,False
41253552,Caribbean,2.0,3.5,115.0,40.699547,-73.831027,1100.0,2800.0,True
41253818,Other,,,,,,,,False
41253845,American (New),2.0,3.5,252.0,40.74987,-73.98975,1130.0,2800.0,True
41254287,Other,,,,,,,,False
41254301,Ice Cream & Frozen Yogurt,1.0,4.0,12.0,40.52381,-74.21494,,,False
41254531,Breakfast & Brunch,2.0,4.0,1234.0,40.71118,-73.95003,1000.0,2300.0,False
41254605,Sports Bars,2.0,3.0,210.0,40.6773360602539,-73.9730575382422,1200.0,2800.0,True
41254923,Other,,,,,,,,False
41254984,Spanish,2.0,3.5,64.0,40.755534,-73.8879721239209,1200.0,2400.0,False
41254998,Other,,,,,,,,False
41255071,Pizza,1.0,4.5,84.0,40.6162528991699,-74.0303497314453,1100.0,2130.0,False
41255152,Coffee & Tea,2.0,3.5,178.0,40.711514,-73.947124,730.0,2200.0,False
