CAMIS,yelp_cat,price,rating,review_count,longitude,latitude,opens,closes,is_overnight
50018405,Other,,,,,,,,False
50018409,American (New),2.0,4.0,175.0,40.6861,-73.99394,1400.0,2500.0,True
50018415,Breakfast & Brunch,1.0,3.0,52.0,40.754277400708,-73.9790364883606,600.0,1800.0,False
50018426,Breakfast & Brunch,2.0,4.0,375.0,40.719255,-74.006607,700.0,1700.0,False
50018428,Chinese,1.0,3.0,38.0,40.6050797,-73.9979782,700.0,2200.0,False
50018434,American (Traditional),2.0,4.0,436.0,40.70683,-73.9228,1100.0,2400.0,False
50018440,Other,,,,,,,,False
50018441,Other,1.0,4.0,51.0,40.675034519936,-73.8429697223864,1100.0,2100.0,False
50018443,Other,,,,,,,,False
50018448,Chinese,1.0,3.0,22.0,40.66123,-73.96057,,,False
50018449,Szechuan,2.0,3.0,28.0,40.75891,-73.82878,1200.0,2600.0,True
50018450,Other,,,,,,,,False
50018453,Pizza,1.0,3.5,58.0,40.759907,-73.983009,730.0,2400.0,False
50018456,Coffee & Tea,1.0,4.5,90.0,40.723411,-73.985115,,,False
50018459,Szechuan,1.0,2.0,9.0,40.6365214999653,-74.0116910149366,1200.0,2600.0,True
50018473,Other,,,,,,,,False
50018479,Coffee & Tea,1.0,4.5,3.0,40.654996,-73.870042,700.0,2100.0,False
50018481,Chinese,2.0,4.0,674.0,40.828384,-73.948674,1130.0,2400.0,False
50018482,Other,,,,,,,,False
50018497,Coffee & Tea,2.0,3.0,9.0,40.78416,-73.9576,800.0,1900.0,False
50018504,Chinese,1.0,3.0,25.0,40.824491,-73.909223,,,False
50018511,Breakfast & Brunch,2.0,3.5,208.0,40.72356122013,-73.9518526761375,900.0,2400.0,False
50018514,Indian,2.0,4.0,156.0,40.6660303077582,-73.9819402992725,945.0,2230.0,False
50018532,Pizza,1.0,3.5,374.0,40.7751406,-73.9124042,1100.0,2500.0,True
50018536,Other,,,,,,,,False
50018544,Mexican,1.0,4.5,191.0,40.6729835327648,-73.9503121359905,1100.0,2400.0,False
50018547,Caribbean,2.0,4.5,27.0,40.648426,-73.958557,700.0,2200.0,False
50018552,Chinese,2.0,3.0,8.0,40.614067,-74.000709,,,False
50018553,Pizza,1.0,3.0,25.0,40.80463,-73.95498,900.0,2930.0,True
50018555,Ice Cream & Frozen Yogurt,1.0,2.5,7.0,40.579328,-73.837115,,,False
50018556,Chinese,1.0,3.0,5.0,40.680926,-73.79189,,,False
50018558,Seafood,2.0,3.5,33.0,40.6438244982224,-73.7807209789754,500.0,1900.0,False
50018562,Sandwiches,2.0,3.5,117.0,40.8490600585938,-73.8534164428711,1000.0,2200.0,False
50018565,Other,,,,,,,,False
50018572,Japanese,2.0,3.5,342.0,40.7262971,-73.7906424,1100.0,2300.0,False
50018573,Other,,,,,,,,False
50018574,Hotels,2.0,4.0,45.0,40.709564,-74.0099212,0.0,2400.0,False
50018577,Breakfast & Brunch,2.0,4.0,235.0,40.7145615,-73.9653168,800.0,2300.0,False
50018578,Indian,2.0,4.0,256.0,40.8212624,-73.9506836,1100.0,2230.0,False
50018580,Breakfast & Brunch,2.0,4.0,508.0,40.727125,-74.007683,900.0,2230.0,False
50018582,Other,,,,,,,,False
50018586,Other,1.0,4.5,24.0,40.65487,-73.96122,700.0,1900.0,False
50018588,Chinese,1.0,3.5,12.0,40.69361,-73.93091,1100.0,2315.0,False
50018589,Chinese,1.0,3.5,30.0,40.72182,-73.89278,1100.0,2300.0,False
50018594,Bars,2.0,4.0,72.0,40.7299485,-73.980941,1200.0,2730.0,True
50018600,Other,,,,,,,,False
50018601,Pizza,,2.0,7.0,40.6894989013672,-73.9859771728516,600.0,2100.0,False
50018602,Pizza,1.0,2.5,126.0,40.7693939,-73.9581375,,,False
50018603,Pizza,1.0,3.5,27.0,40.7448731218168,-73.9208319089972,1030.0,2200.0,False
50018604,Chinese,3.0,2.5,16.0,40.617738342656,-73.9414300483406,1100.0,2230.0,False
50018620,Other,,,,,,,,False
50018636,Bars,2.0,4.5,60.0,40.709384,-73.93333,1600.0,2800.0,True
50018652,Pizza,2.0,4.0,178.0,40.761848,-73.994262,1500.0,2800.0,True
50018653,Other,,,,,,,,False
50018654,Japanese,2.0,3.5,207.0,40.61875,-73.95484,1130.0,2300.0,False
50018662,Cantonese,3.0,3.5,236.0,40.7186556,-74.0011004,1000.0,2200.0,False
50018668,Burgers,2.0,4.0,199.0,40.7699642,-73.9184647,1100.0,2300.0,False
50018679,Chinese,2.0,4.5,6.0,40.64134,-74.09481,,,False
50018680,Pizza,1.0,4.0,57.0,40.89879,-73.86759,1030.0,2300.0,False
50018683,Coffee & Tea,2.0,4.0,300.0,40.68808,-73.9551,1000.0,2300.0,False
50018695,Chinese,2.0,4.0,723.0,40.747844,-73.983901,1100.0,2130.0,False
50018697,Pizza,2.0,4.0,187.0,40.789283,-73.9487429,1100.0,2230.0,False
50018699,Pizza,1.0,2.0,25.0,40.6803512573242,-73.9815063476562,,,False
50018703,Bakeries,1.0,4.0,6.0,40.7488682513078,-73.8745345791927,600.0,2200.0,False
50018705,Other,,4.0,1.0,40.66363,-73.95111,1000.0,1900.0,False
50018708,Juice Bars & Smoothies,2.0,3.0,56.0,40.7375361803407,-73.9898325864329,700.0,2100.0,False
50018721,Chinese,,4.0,1.0,40.6702613830566,-73.9303283691406,,,False
50018726,Chinese,,2.0,2.0,40.63884,-74.00918,1000.0,2200.0,False
50018728,Thai,2.0,3.5,263.0,40.7129,-73.96261,1100.0,2300.0,False
50018732,Breakfast & Brunch,2.0,4.5,721.0,40.71873,-73.98691,1100.0,2600.0,True
50018734,Japanese,2.0,3.5,50.0,40.8910472840381,-73.8982448328066,1100.0,2300.0,False
50018738,Pizza,1.0,4.0,217.0,40.75576,-73.99052,1000.0,2700.0,True
50018745,Hotels,2.0,3.5,117.0,40.744637,-73.9993733411045,0.0,2400.0,False
50018747,Other,,,,,,,,False
50018753,Burgers,2.0,3.5,104.0,40.670482,-73.941833,1200.0,2400.0,False
50018772,Chinese,,3.0,23.0,40.692363,-73.940589,1100.0,2330.0,False
50018775,Mexican,2.0,4.0,684.0,40.72492,-73.99079,1100.0,2400.0,False
50018778,Korean,3.0,4.5,495.0,40.72727,-73.98585,1700.0,2300.0,False
50018783,Other,,,,,,,,False
50018784,Thai,2.0,4.0,136.0,40.6454,-73.97973,1130.0,2300.0,False
50018788,Other,,,,,,,,False
50018793,Chinese,1.0,4.0,29.0,40.8242006,-73.9455163,,,False
50018798,Other,,,,,,,,False
50018800,Breakfast & Brunch,2.0,4.0,559.0,40.755311,-73.998389,800.0,2130.0,False
50018812,Seafood,2.0,4.0,207.0,40.75874,-73.98846,1100.0,2200.0,False
50018819,Cocktail Bars,2.0,4.0,461.0,40.67792,-73.97975,1100.0,2300.0,False
50018822,Pizza,2.0,4.5,442.0,40.72813,-74.00188,1200.0,2300.0,False
50018834,Chinese,1.0,4.0,19.0,40.74896,-73.89175,1100.0,2400.0,False
50018845,Bakeries,2.0,3.5,141.0,40.616706,-74.031164,730.0,2500.0,True
50018848,Mexican,2.0,3.0,41.0,40.7148433,-73.9626569,1100.0,2300.0,False
50018857,Greek,2.0,4.0,128.0,40.707240503413,-73.8971290568964,1030.0,2300.0,False
50018858,American (New),3.0,4.0,415.0,40.727275,-73.985221,1730.0,2230.0,False
50018870,Other,,,,,,,,False
50018882,Mexican,1.0,4.0,57.0,40.660156,-73.994186,700.0,2200.0,False
50018884,Ice Cream & Frozen Yogurt,2.0,2.5,8.0,40.7181168,-73.8403931,500.0,2400.0,False
50018885,Coffee & Tea,2.0,3.5,87.0,40.671649,-73.952914,700.0,1900.0,False
50018892,Chinese,1.0,2.5,26.0,40.758332,-73.9171535856445,1100.0,2330.0,False
50018895,Breakfast & Brunch,2.0,4.0,556.0,40.752344,-73.9914045,1130.0,2600.0,True
50018903,Chinese,2.0,3.0,148.0,40.7126462901984,-74.0160110541061,1100.0,2100.0,False
50018919,Chinese,1.0,3.5,10.0,40.8458611,-73.9364502,,,False
50018921,Coffee & Tea,2.0,4.0,107.0,40.5864823914456,-73.8157276121466,700.0,1700.0,False
50018922,Japanese,2.0,2.5,91.0,40.73601,-73.98542,1100.0,2230.0,False
50018936,Chinese,,4.5,2.0,40.670791,-73.930656,1100.0,2300.0,False
50018943,Bakeries,2.0,4.5,151.0,40.7012182,-73.8868542,1000.0,1900.0,False
50018945,Mediterranean,3.0,4.5,343.0,40.765385,-73.978002,1200.0,2300.0,False
50018950,Pizza,1.0,4.5,238.0,40.6897,-73.965369,1100.0,2200.0,False
50018952,Bakeries,1.0,4.0,29.0,40.725303,-73.945541,600.0,2100.0,False
50018968,Coffee & Tea,2.0,3.0,6.0,40.73813,-74.00103,800.0,2200.0,False
50018974,Venues & Event Spaces,2.0,4.0,65.0,40.75481,-73.972656,0.0,2400.0,False
50018980,Korean,2.0,3.5,258.0,40.7602569466645,-73.9214469280272,1130.0,2230.0,False
50018989,Venues & Event Spaces,2.0,4.0,106.0,40.7521723402439,-73.9951658490235,0.0,2400.0,False
50018993,Other,,,,,,,,False
50019000,Coffee & Tea,1.0,4.0,149.0,40.7447397966722,-73.9872599999805,700.0,2030.0,False
50019001,Salad,2.0,3.0,82.0,40.7611923217773,-73.9724426269531,1100.0,2100.0,False
50019011,Coffee & Tea,1.0,2.0,3.0,40.74128,-73.90261,500.0,2300.0,False
50019016,Burgers,2.0,4.5,46.0,40.68739,-73.944457,830.0,1930.0,False
50019020,Sushi Bars,2.0,2.5,36.0,40.758712,-73.988281,630.0,2330.0,False
50019021,Mediterranean,2.0,4.0,127.0,40.7362094701213,-73.9874085025025,1600.0,2600.0,True
50019025,Cocktail Bars,1.0,4.5,4.0,40.6938553447103,-73.7367059290409,,,False
50019029,Seafood,3.0,3.0,260.0,40.75426,-73.97733,1130.0,2200.0,False
50019038,Other,,,,,,,,False
50019041,Caribbean,,5.0,2.0,40.66058,-73.93009,,,False
50019043,Other,,2.5,3.0,40.73869,-73.97766,,,False
50019052,Pizza,1.0,3.5,35.0,40.7267,-73.97727,1100.0,2500.0,True
50019055,Coffee & Tea,2.0,4.5,203.0,40.7252271901335,-73.9816302970189,800.0,2000.0,False
50019058,Chinese,1.0,3.5,59.0,40.58504,-73.95116,1100.0,2400.0,False
50019063,Vegetarian,2.0,3.5,141.0,40.735622,-74.000244,1100.0,2300.0,False
50019068,Middle Eastern,1.0,4.5,280.0,40.7244699,-74.0039,800.0,2100.0,False
50019079,Caribbean,1.0,3.0,25.0,40.652137,-73.930778,,,False
50019082,Other,,,,,,,,False
50019085,Mexican,2.0,3.0,149.0,40.763456,-73.966753,1100.0,2200.0,False
50019095,Coffee & Tea,1.0,4.5,88.0,40.732151,-73.9548187,700.0,1600.0,False
50019096,Other,,4.5,8.0,40.636708,-74.158927,1130.0,1800.0,False
50019097,Other,,,,,,,,False
50019103,Cafes,1.0,4.0,25.0,40.6368565751912,-74.008670398813,830.0,2100.0,False
50019113,Caterers,,5.0,31.0,40.711734,-74.0006343,730.0,1930.0,False
50019119,Other,2.0,4.0,66.0,40.767278,-73.832209,630.0,2300.0,False
50019120,Other,,,,,,,,False
50019121,Thai,2.0,4.0,627.0,40.7644424438477,-73.9789733886719,1130.0,2245.0,False
50019123,Sandwiches,1.0,3.5,110.0,40.7312,-73.983,1130.0,2700.0,True
50019124,Ramen,2.0,3.5,265.0,40.73097,-74.00072,1200.0,2700.0,True
50019128,Japanese,3.0,4.0,243.0,40.7593752743543,-73.8328623173734,1100.0,2400.0,False
50019131,Thai,2.0,4.0,123.0,40.63688,-74.02526,1130.0,2100.0,False
50019132,Indian,2.0,4.0,440.0,40.76573,-73.98338,1100.0,2200.0,False
50019134,Coffee & Tea,1.0,2.0,4.0,40.6507740511854,-74.0042898058891,500.0,2100.0,False
50019154,Mexican,2.0,3.5,120.0,40.6178877280414,-73.9990214085986,1100.0,2200.0,False
50019166,Italian,2.0,4.0,174.0,40.69924,-73.926797,1700.0,2300.0,False
50019174,Burgers,1.0,3.5,36.0,40.60526,-74.12111,1100.0,2300.0,False
50019178,Coffee & Tea,2.0,4.0,129.0,40.6910452600365,-73.9915985693088,630.0,2200.0,False
50019179,Coffee & Tea,2.0,3.0,95.0,40.7949221583184,-73.9713726712179,600.0,2200.0,False
50019198,Fast Food,1.0,3.0,110.0,40.7600087693246,-73.7314796447754,1000.0,2200.0,False
50019200,Coffee & Tea,1.0,4.5,111.0,40.73063,-73.98163,700.0,2100.0,False
50019201,Other,,,,,,,,False
50019203,Other,2.0,3.5,167.0,40.708967,-74.005521,1030.0,2100.0,False
50019204,Latin American,2.0,3.5,89.0,40.8483407,-73.8316408,1200.0,2600.0,True
50019209,Bars,2.0,3.5,1289.0,40.69319596606,-73.9885798943981,1130.0,2500.0,True
50019227,Salad,2.0,4.5,394.0,40.692989,-73.971282,1130.0,2215.0,False
50019231,Mexican,2.0,4.5,281.0,40.6764068073189,-73.9627275318417,1100.0,2400.0,False
50019232,Other,,,,,,,,False
50019234,Other,,,,,,,,False
50019239,Japanese,2.0,4.0,379.0,40.7454228440467,-73.9791435317613,1100.0,2300.0,False
50019242,Seafood,2.0,3.0,12.0,40.66386,-73.9248099,700.0,2200.0,False
50019243,American (Traditional),2.0,2.0,216.0,40.8843468007578,-73.899754062295,1100.0,2500.0,True
50019263,Other,,,,,,,,False
50019273,Other,,,,,,,,False
50019276,Coffee & Tea,1.0,4.0,9.0,40.7659168,-73.8279093,500.0,1400.0,False
50019277,Breakfast & Brunch,2.0,3.0,63.0,40.744979,-73.982587,700.0,1700.0,False
50019282,Other,,,,,,,,False
50032577,Venues & Event Spaces,,3.5,3.0,40.833766,-73.857997,,,False
50032583,Cafes,1.0,4.5,150.0,40.6662712538692,-73.9852986748688,800.0,1900.0,False
50032584,Chinese,1.0,4.5,171.0,40.71466,-73.99148,1000.0,2000.0,False
50032585,Chinese,1.0,3.0,10.0,40.698001,-73.806549,,,False
50032591,Latin American,2.0,3.0,46.0,40.641347,-74.017448,,,False
50032592,Other,,,,,,,,False
50032595,Vegan,2.0,4.0,133.0,40.72083,-73.99509,1230.0,2200.0,False
50032596,Caribbean,2.0,4.5,254.0,40.6647720336914,-73.9535217285156,1200.0,2230.0,False
50032597,Pizza,1.0,4.0,27.0,40.8806643,-73.8830342,1000.0,2300.0,False
50032620,Burgers,2.0,3.5,300.0,40.7434658490952,-73.9536568181867,1100.0,2300.0,False
50032621,Bars,2.0,3.5,41.0,40.7560005187988,-73.9680480957031,,,False
50032629,American (New),2.0,4.0,80.0,40.71102,-73.96489,1200.0,2600.0,True
50032632,Coffee & Tea,1.0,4.0,134.0,40.6136399,-73.98201,1200.0,2200.0,False
50032633,Coffee & Tea,,3.5,16.0,40.82203,-73.95041,,,False
50032637,Other,,,,,,,,False
50032642,American (Traditional),1.0,3.5,71.0,40.754207,-73.979179,,,False
50032643,Bars,2.0,3.5,732.0,40.78075,-73.98032,1100.0,2500.0,True
50032652,Bakeries,1.0,2.0,38.0,40.783067,-73.84556,,,False
50032654,Mexican,2.0,3.5,450.0,40.7368812561035,-73.9873886108398,1100.0,2300.0,False
50032657,Other,,,,,,,,False
50032659,Chinese,1.0,4.0,13.0,40.645264,-73.999779,,,False
50032662,Venues & Event Spaces,,4.5,7.0,40.84093,-73.78448,1200.0,2300.0,False
50032670,Mexican,1.0,4.5,338.0,40.740766,-73.917876,1100.0,2500.0,True
50032677,Cafes,,3.5,10.0,40.6454832851887,-73.9944293349981,800.0,2200.0,False
50032681,Coffee & Tea,2.0,3.0,10.0,40.774185,-73.95467,500.0,2300.0,False
50032688,Middle Eastern,1.0,4.0,601.0,40.6869769801458,-73.984394049936,1100.0,2200.0,False
50032689,Other,2.0,4.5,361.0,40.6026411895768,-74.0038766549142,1130.0,2130.0,False
50032691,Other,,,,,,,,False
50032701,Ramen,2.0,4.0,601.0,40.7096786,-74.0089569,1130.0,2200.0,False
50032704,Salad,2.0,4.0,1646.0,40.729219,-74.001021,1000.0,2300.0,False
50032708,Other,,,,,,,,False
50032715,Coffee & Tea,1.0,4.5,355.0,40.8242199,-73.9456,700.0,2030.0,False
50032739,Other,,,,,,,,False
50032742,Cocktail Bars,1.0,4.0,69.0,40.6762009,-73.9494781,1500.0,2800.0,True
50032749,Other,,,,,,,,False
50032750,Bars,2.0,4.0,291.0,40.6901735,-73.9069755,800.0,2800.0,True
50032753,Juice Bars & Smoothies,2.0,4.0,149.0,40.72729,-73.98672,800.0,1900.0,False
50032756,Chinese,1.0,4.0,17.0,40.802006,-73.956726,1100.0,2330.0,False
50032762,Breakfast & Brunch,1.0,4.0,21.0,40.650447,-74.004408,0.0,2400.0,False
50032768,Chinese,2.0,3.5,160.0,40.77833,-73.98022,1130.0,2300.0,False
50032780,Other,,,,,,,,False
50032782,Caribbean,,4.0,4.0,40.65776,-73.95339,800.0,2400.0,False
50032783,Other,,,,,,,,False
50032787,Middle Eastern,2.0,4.5,81.0,40.58403,-73.95085,1200.0,2430.0,True
50032793,Cocktail Bars,2.0,4.0,203.0,40.710437,-73.953916,1800.0,2800.0,True
50032794,Other,,,,,,,,False
50032795,Coffee & Tea,2.0,4.0,91.0,40.57883,-73.93823,900.0,2000.0,False
50032798,Bubble Tea,1.0,3.0,318.0,40.7474575532982,-73.9863477886696,1030.0,2400.0,False
50032812,Donuts,1.0,2.5,48.0,40.87113,-73.91459,,,False
50032820,Venues & Event Spaces,2.0,2.5,83.0,40.67817,-73.98444,0.0,2400.0,False
50032827,American (New),2.0,3.5,377.0,40.7765198,-73.9774628,1000.0,2400.0,False
50032828,Cocktail Bars,2.0,4.5,103.0,40.71162,-73.96184,1700.0,2600.0,True
50032832,Other,,,,,,,,False
50032834,Coffee & Tea,1.0,4.5,22.0,40.71978,-73.959137,700.0,1800.0,False
50032842,Other,,2.5,64.0,40.7023139,-74.0114968,500.0,2200.0,False
50032851,Cocktail Bars,,3.0,21.0,40.71893,-73.9922,,,False
50032852,Other,,,,,,,,False
50032853,Breakfast & Brunch,1.0,4.0,75.0,40.5966682434082,-73.9779739379883,700.0,1700.0,False
50032855,Bakeries,1.0,4.0,34.0,40.6841669,-73.938441,1100.0,2100.0,False
50032861,Coffee & Tea,1.0,4.0,139.0,40.77763,-73.98003,700.0,1800.0,False
50032862,Burgers,1.0,3.5,160.0,40.6345,-73.94766,1130.0,2400.0,False
50032873,Other,,,,,,,,False
50032876,American (New),2.0,4.5,1667.0,40.76442,-73.98169,1000.0,2800.0,True
50032878,Desserts,2.0,4.5,210.0,40.72944,-73.98934,1300.0,2500.0,True
50032885,Cafes,,5.0,2.0,40.7473052235336,-73.9874237403274,730.0,1730.0,False
50032887,Mexican,1.0,4.0,46.0,40.763092,-73.99443,800.0,2200.0,False
50032889,Other,,,,,,,,False
50032900,Other,,,,,,,,False
50032905,Indian,2.0,4.0,66.0,40.74209,-73.92516,1200.0,2300.0,False
50032911,Cocktail Bars,2.0,3.0,4.0,40.68492,-73.82992,1900.0,2800.0,True
50032918,Other,1.0,3.0,17.0,40.8244362,-73.9521942,,,False
50032933,Juice Bars & Smoothies,2.0,2.5,40.0,40.75328,-73.97418,900.0,2100.0,False
50032937,Breakfast & Brunch,2.0,4.0,287.0,40.75445,-73.97274,1130.0,2600.0,True
50032938,American (New),2.0,3.5,110.0,40.74477,-73.98701,1100.0,2800.0,True
50032939,Hotels,2.0,3.5,103.0,40.7504231,-73.9858266,0.0,2400.0,False
50032946,Other,,,,,,,,False
50032966,Other,,,,,,,,False
50032967,Mexican,1.0,3.5,22.0,40.8541745692492,-73.8666415214539,,,False
50032968,Diners,2.0,3.0,107.0,40.8374585,-73.8601746,600.0,2200.0,False
50032969,Other,,,,,,,,False
50032973,Mexican,1.0,3.5,14.0,40.701815,-74.01209833,1045.0,1900.0,False
50032974,Bars,2.0,4.0,32.0,40.668671,-73.953117,1500.0,2800.0,True
50032975,Mexican,1.0,2.0,53.0,40.8599167251496,-73.89107121429,1045.0,2200.0,False
50032977,Other,,,,,,,,False
50032980,Mexican,2.0,4.0,416.0,40.7278587780221,-73.9856138085992,1100.0,2400.0,False
50032988,Mexican,2.0,4.0,315.0,40.7307865530978,-74.0041882564488,1200.0,2400.0,False
50032991,Italian,2.0,4.0,148.0,40.733253210783,-73.9898487925529,1100.0,2230.0,False
50032994,Coffee & Tea,1.0,3.5,94.0,40.7018080126171,-73.9062048353779,700.0,1900.0,False
50033000,Mexican,2.0,4.0,213.0,40.6333399,-74.02719,1100.0,2400.0,False
50033001,Seafood,2.0,4.5,22.0,40.60828,-73.9626,1100.0,2300.0,False
50033010,Chinese,2.0,3.0,19.0,40.7531,-73.8269,1030.0,2500.0,True
50033012,Sandwiches,1.0,2.0,7.0,40.6197674369547,-74.00792876326,700.0,2200.0,False
50033014,Bars,2.0,3.5,193.0,40.7459087,-73.9937093,1100.0,2600.0,True
50033019,Seafood,2.0,4.0,175.0,40.74731,-74.00467,1200.0,2300.0,False
50033020,Breakfast & Brunch,2.0,4.0,336.0,40.72383,-73.98478,1100.0,2400.0,False
50033039,Coffee & Tea,1.0,3.0,12.0,40.702149,-74.012051,630.0,1900.0,False
50033040,Coffee & Tea,2.0,2.5,45.0,40.76915,-73.988233,500.0,2200.0,False
50033065,Pizza,1.0,4.0,34.0,40.841423,-73.8431588,1100.0,2200.0,False
50033067,Burgers,2.0,3.5,40.0,40.8236031,-73.8374427,1100.0,2200.0,False
50033071,Other,,,,,,,,False
50033075,Japanese,4.0,4.0,285.0,40.76496,-73.98721,1730.0,2400.0,False
50033076,Other,,,,,,,,False
50033077,Cafes,1.0,4.0,448.0,40.740829,-73.983474,1100.0,2200.0,False
50033079,Pubs,,4.0,4.0,40.873013,-73.8887362,0.0,2400.0,False
50033081,Other,,,,,,,,False
50033094,Hotels,3.0,4.0,213.0,40.755861,-73.981712,,,False
50033097,Hotels,3.0,4.0,213.0,40.755861,-73.981712,,,False
50033098,Other,1.0,2.5,12.0,40.8544462,-73.9119507,1000.0,2400.0,False
50033105,Thai,2.0,4.0,277.0,40.77537,-73.95335,1130.0,2300.0,False
50033106,Other,,,,,,,,False
50033120,Asian Fusion,2.0,3.0,283.0,40.7169062,-73.9998838,1100.0,2230.0,False
50033122,Other,,,,,,,,False
50033125,Ice Cream & Frozen Yogurt,2.0,2.5,3.0,40.6090298688058,-74.1212472118605,,,False
50033133,Burgers,1.0,3.5,10.0,40.8538907146757,-73.9083869079382,1000.0,2800.0,True
50033147,Other,,,,,,,,False
50033150,Bakeries,1.0,4.5,635.0,40.6870199,-73.9901299,700.0,2500.0,True
50033151,American (New),1.0,4.0,94.0,40.75722,-73.96919,700.0,1500.0,False
50033152,Mexican,2.0,4.0,119.0,40.693499,-73.967389,1100.0,2300.0,False
50033154,Sandwiches,1.0,3.5,45.0,40.7271231,-73.8223929,1000.0,2800.0,True
50033167,Italian,3.0,4.0,80.0,40.7549171,-73.9650879,1200.0,2300.0,False
50033171,Mexican,2.0,3.5,174.0,40.75352,-73.97418,1100.0,2130.0,False
50033184,Seafood,2.0,3.5,310.0,40.760747,-73.8330494,1200.0,2400.0,False
50033193,Sandwiches,2.0,1.5,46.0,40.6826999,-73.97839,,,False
50033195,Bubble Tea,1.0,3.5,106.0,40.713893,-73.997282,1030.0,2130.0,False
50033203,Cocktail Bars,3.0,4.0,314.0,40.75844,-73.98306,1130.0,2300.0,False
50033207,Cafes,2.0,3.5,367.0,40.6015701293945,-73.9938583374023,1100.0,2500.0,True
50033209,Chinese,1.0,3.5,20.0,40.634093,-73.963589,,,False
50033210,Other,,,,,,,,False
50033211,Other,2.0,1.5,109.0,40.7715449536787,-73.865806683898,,,False
50033212,Chinese,2.0,4.0,352.0,40.71641,-73.99931,930.0,2200.0,False
50033222,Salad,2.0,3.5,75.0,40.740471,-73.985608,1030.0,2130.0,False
50033231,Salad,1.0,3.5,106.0,40.7127085525626,-74.0084012669113,1030.0,2000.0,False
50033234,Chinese,2.0,2.0,10.0,40.8713286370039,-73.8630198687315,1100.0,2400.0,False
50033235,Other,,,,,,,,False
50033236,Other,,,,,,,,False
50033249,Wine Bars,2.0,4.5,96.0,40.723708,-73.97887,1200.0,2400.0,False
50033252,Coffee & Tea,1.0,4.0,17.0,40.73129508336,-73.9543086761946,700.0,2100.0,False
50033264,Chinese,2.0,3.5,190.0,40.7645621771246,-73.9585727685255,1130.0,2300.0,False
50033272,Coffee & Tea,1.0,3.5,28.0,40.615067399796,-73.928944543004,0.0,2400.0,False
50033273,Coffee & Tea,1.0,2.5,46.0,40.5993204166153,-73.9889772317838,600.0,2500.0,True
50033276,Mediterranean,2.0,3.5,58.0,40.758712,-73.988281,630.0,2200.0,False
50033277,Coffee & Tea,1.0,3.5,24.0,40.6739348,-73.7289928,0.0,2400.0,False
50033279,Coffee & Tea,1.0,2.0,94.0,40.71894,-73.98829,0.0,2400.0,False
50033281,Steakhouses,3.0,4.5,792.0,40.7773391,-73.9830499,1700.0,2330.0,False
50033283,Breakfast & Brunch,3.0,4.0,849.0,40.7470416595732,-73.956579002435,1130.0,2300.0,False
50033289,Bakeries,2.0,2.5,1080.0,40.7572117718346,-73.9903539084595,700.0,2400.0,False
50033292,Latin American,1.0,4.5,135.0,40.7494819164276,-73.9851167052984,1100.0,2000.0,False
50033301,Coffee & Tea,1.0,4.0,41.0,40.73141,-73.99408,700.0,1900.0,False
50033304,Pizza,1.0,3.0,68.0,40.7662199,-73.92055,1030.0,2900.0,True
50033305,Ice Cream & Frozen Yogurt,1.0,4.5,17.0,40.643288,-74.001678,1100.0,2300.0,False
50033308,Japanese,2.0,3.5,206.0,40.6223602,-74.028862,1100.0,2300.0,False
50033310,Mexican,2.0,4.0,221.0,40.7417158567418,-73.9903659152219,1100.0,2100.0,False
50033317,Chinese,,2.5,5.0,40.7050699,-73.8091674,1100.0,2400.0,False
50033318,Juice Bars & Smoothies,1.0,3.5,44.0,40.7690043,-73.9249801,700.0,2300.0,False
50033327,Chinese,,1.5,2.0,40.6028575,-73.7491272,1100.0,2200.0,False
50033332,Other,,,,,,,,False
50033339,Seafood,2.0,3.5,96.0,40.7174007,-73.99437,1100.0,2300.0,False
50033345,Chinese,,4.0,4.0,40.817212,-73.8623779,,,False
50033347,Other,,,,,,,,False
50033348,Other,,,,,,,,False
50033351,Chinese,,4.0,9.0,40.81019,-73.92476,,,False
50033365,Bars,3.0,3.5,495.0,40.8634423765889,-73.9324239545806,1100.0,2100.0,False
50033366,Fast Food,1.0,2.5,35.0,40.747278,-73.884003,1000.0,2330.0,False
50033380,Coffee & Tea,1.0,4.5,390.0,40.75904,-73.92631,900.0,2100.0,False
50033400,Pizza,,3.0,1.0,40.67876,-73.924079,1100.0,2300.0,False
50033403,Other,,,,,,,,False
50033430,Hotels,2.0,4.0,69.0,40.7503805,-73.9856505,0.0,2400.0,False
50033431,Breakfast & Brunch,,2.5,5.0,40.66909,-73.91565,,,False
50033432,Breakfast & Brunch,2.0,2.5,17.0,40.7117461198538,-74.0003928914666,600.0,1800.0,False
50033434,Chicken Wings,2.0,3.0,74.0,40.76082,-73.96147,1100.0,2600.0,True
50033435,Breakfast & Brunch,3.0,4.0,290.0,40.73946,-74.0093799,1100.0,2200.0,False
50033436,Other,,,,,,,,False
50033446,Pubs,1.0,5.0,8.0,40.86693,-73.8967,,,False
50033448,Breakfast & Brunch,2.0,4.5,136.0,40.71354,-73.9413,700.0,2300.0,False
50033451,Breakfast & Brunch,2.0,3.5,578.0,40.7049434740873,-74.0048825740814,1100.0,2300.0,False
50033454,Other,,,,,,,,False
50033458,Other,,,,,,,,False
50033462,Other,,,,,,,,False
50033468,Other,,,,,,,,False
50033472,Pizza,2.0,3.0,36.0,40.849785,-73.9168998,700.0,2200.0,False
